# FILA DA EUROPA (+ Oceania), colhida do gamedevmap em 08/09 a pedido do Vini.
# 4148 estudios unicos em 23 valores de pais. 2495 a campanha nunca tocou (nome nem dominio);
# 2072 desses tambem estao em escopo (tipo com time de arte).
# Colheita: https://www.gamedevmap.com/index.php?location=&country=<Pais>&state=&city=&query=&type=&start=<1|101|201|...>&count=100
#
# TRES ARMADILHAS MEDIDAS NESTA COLHEITA:
# (1) PAGINACAO NAO E page=. E start= com count=. Prova medida hoje na Suecia:
#     start=1   -> "10 Chambers" ... "Coldwood Interactive"
#     start=101 -> "Collecting Smiles" ... "Frostrok"   (nomes DIFERENTES, pagina de verdade)
#     page=2    -> "10 Chambers" ... "Coldwood Interactive"  (IDENTICA a pagina 1, armadilha)
#     Com page= a Suecia teria virado 100 estudios em vez de 644.
# (2) http:// PURO FALHA NESTE AMBIENTE (a ponte local responde "use CONNECT" e devolve 400 com
#     corpo vazio, fazendo o site parecer morto). Sempre https://.
# (3) O REINO UNIDO NAO EXISTE COMO UM PAIS SO no gamedevmap. country=United Kingdom devolve
#     apenas 17 residuos. O Reino Unido esta partido em England (790), Scotland (101), Wales (27)
#     e Northern Ireland (21) = 939. Quem pedir so "United Kingdom" perde 922 estudios.
#     Pela mesma logica a Tchequia e "Czechia", nao "Czech Republic" (que devolve zero).
# (4 - de 06/09, ainda vale) pagina de menos de 10 KB nao e pais vazio, e o firewall GoDaddy
#     recusando o IP. Espere 20s e repita.
#
# ORDENACAO: por densidade de cidade (Londres, Estocolmo, Helsinque, Copenhague, Malmo, Dublin,
# Berlim, Hamburgo, Munique, Paris, Bordeaux, Montpellier, Amsterda, Varsovia, Cracovia, Barcelona,
# Madri, Praga, Lisboa, Milao), depois pais e nome.
#
# COLUNAS: nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
#   conhecido: NOVO | ja conhecido (painel/csv) | ja na fila gamedevmap 06/09
#   escopo:    em-escopo | fora-de-escopo (Investment, Organization, Health, School, Recruiting...)
#   triagem:   nao-triado | o veredito da triagem de 08/09 quando houve
nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
Quaternion Software,Extended Reality (XR),Diepenbeek,Limburg,Belgium,https://quaternionsoftware.com/,NOVO,em-escopo,nao-triado
Rablo Games,Developer,Pepinster,Liege,Belgium,https://rablo.games/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Ram Ram Games,Developer,Brussels,Brussels,Belgium,http://30birdsgame.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Rebelle Productions,Developer,Gembloux,Namur,Belgium,https://www.rebelle-productions.be,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Rocket Vulture,Developer,Leuven,Vlaams Brabant,Belgium,https://www.rocketvulture.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.rocketvulture.com/careers
Rogueside,Developer,Geel,Antwerp,Belgium,https://www.rogueside.com,NOVO,em-escopo,nao-triado
Salty Lemon Entertainment,Developer,Kortrijk,West Flanders,Belgium,https://www.saltylemonentertainment.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Sandbag Games,Mobile,Ghent,Vlaanderen,Belgium,https://www.sandbaggames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Say It Labs,Health,Leuven,Vlaams Brabant,Belgium,https://www.sayitlabs.com/,NOVO,fora-de-escopo,nao-triado
Sixtyfour,Developer,Hasselt,Limburg,Belgium,https://www.sixtyfour.be/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Slappy Inc,Developer,Kortrijk,West Flanders,Belgium,https://slappyinc.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Studio Tolima,Developer,Brussels,Brussels,Belgium,https://studiotolima.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Studio Waterzooi,Developer,Brussels,Brussels,Belgium,https://studiowaterzooi.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Tale of Tales,Developer,Ghent,Vlaanderen,Belgium,https://www.tale-of-tales.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Terragame Center,Extended Reality (XR),Namur,Wallonia,Belgium,https://www.terragamecenter.com,NOVO,em-escopo,nao-triado
The Artistocrats,Developer,Maasmechelen,Limburg,Belgium,https://www.the-artistocrats.com,ja conhecido (painel/csv),em-escopo,nao-triado
Tovenaar Games,Developer,Ghent,Vlaanderen,Belgium,https://www.tovenaargames.be,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.tovenaargames.be/jobs/
Triangle Factory,Developer,Ghent,Vlaanderen,Belgium,https://www.triangle-factory.be,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.triangle-factory.be/careers-archive
Vetasoft,Mobile,Mons,Wallonia,Belgium,https://www.vetasoft.com,NOVO,em-escopo,nao-triado
Vigo Creative,Extended Reality (XR),Wepion,Wallonia,Belgium,https://vigo-creative.com/,NOVO,em-escopo,nao-triado
Wallonia Games Association (WALGA),Organization,Namur,Wallonia,Belgium,https://www.walga.be/,NOVO,fora-de-escopo,nao-triado
Warcave,Developer,Geel,Antwerp,Belgium,https://www.warcave.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Wee Taps,Developer,Hasselt,Limburg,Belgium,http://weetaps.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
West Flanders,Incubator/Accelerator,Brussels,West Flanders,Belgium,https://games.brussels/,NOVO,fora-de-escopo,nao-triado
withVR,Health,Merelbeke,Vlaanderen,Belgium,https://hello.withvr.app/,NOVO,fora-de-escopo,nao-triado
2k Czech,Developer and Publisher,Brno,Moravia,Czechia,http://2kczech.com/,NOVO,em-escopo,porta-ok:https://2kczech.com
Alda Games,Developer,Brno,Moravia,Czechia,https://aldagames.com/,NOVO,em-escopo,porta-ok:https://aldagames.com/career
Artax,Mobile,Brno,Moravia,Czechia,http://artaxapps.com/,NOVO,em-escopo,porta-sem-resposta
Ashborne Games (THQ Nordic),Developer,Brno,Moravia,Czechia,https://ashbornegames.com/,NOVO,em-escopo,porta-ok:https://ashbornegames.com/careers
Attu Games,Developer,Znojmo,South Moravia,Czechia,https://attugames.com/,NOVO,em-escopo,nao-triado
Bohemia Interactive,Developer and Publisher,Brno,Moravia,Czechia,https://www.bohemia.net/,ja conhecido (painel/csv),em-escopo,porta-ok:https://careers.bohemia.net/en
Bohemia Interactive,Developer and Publisher,Mnisek,Bohemia,Czechia,https://www.bohemia.net/,ja conhecido (painel/csv),em-escopo,nao-triado
CBE Software,Developer,Brno,Moravia,Czechia,https://cbe-software.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Fairy Mount Games,Microstudio,Brno,Moravia,Czechia,https://fairymount.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Fineway Studios,Developer,Brno,Moravia,Czechia,https://www.finewaystudios.com,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Gamajun Games,Mobile,Brno,Moravia,Czechia,https://www.gamajun-games.com,NOVO,em-escopo,"formulario de candidatura com opcao 2D/3D Artist, sem vaga datada"
Gamebaze,Incubator/Accelerator,Brno,Moravia,Czechia,https://www.gamebaze.cz/,NOVO,fora-de-escopo,nao-triado
GameDev Area,Organization,Brno,Moravia,Czechia,https://www.gamedevarea.com,NOVO,fora-de-escopo,nao-triado
Gregstr,Developer,Ostrava,Ostrava,Czechia,https://gregstr.eu/,NOVO,em-escopo,nao-triado
GRIP Studios,Developer and Publisher,Brno,Moravia,Czechia,https://grip-studios.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Hangar 13 (2K),Developer,Brno,Moravia,Czechia,https://www.hangar13games.com,NOVO,em-escopo,porta-ok:https://www.hangar13games.com/careers
Hangonit,Developer,Brno,Moravia,Czechia,https://hangonit.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Hexage,Developer,Mnisek pod Brdy,Bohemia,Czechia,https://www.hexage.net,NOVO,em-escopo,nao-triado
Hey Bird!,Developer,Brno,Moravia,Czechia,https://heybird.gg/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Ingame Studios,Developer,Brno,Moravia,Czechia,https://ingamestudios.com/,NOVO,em-escopo,porta-ok:https://ingamestudios.com/careers
Krystof Knesl,Developer,Brno,Moravia,Czechia,https://radiolightgame.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
KUBI Games,Microstudio,Brno,Moravia,Czechia,https://kubigames.itch.io/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
MADFINGER Games,Developer,Brno,Moravia,Czechia,https://www.madfingergames.com,NOVO,em-escopo,porta-ok:https://www.madfingergames.com/careers
Nejcraft,Developer and Publisher,Pilsen,Bohemia,Czechia,https://nejcraft.cz/,NOVO,em-escopo,nao-triado
NOXGAMES,Mobile,Brno,Moravia,Czechia,https://www.noxgames.com,NOVO,em-escopo,porta-ok:https://noxgames.com/static/jobs.html
PixelAnt (Sumo Digital),Mobile,Brno,Moravia,Czechia,https://pixelantgames.com/,ja na fila gamedevmap 06/09,em-escopo,VAGA VIVA Experienced 3D Character Artist (eRecruiter) - VETO ESCRITO de idioma: exige polones comunicativo
polyperfect,Developer,Zlin,Zlin,Czechia,https://polyperfect.com/,NOVO,em-escopo,nao-triado
Quiet Dimensions,Developer,Olomouc,Moravia,Czechia,https://www.quietdimensions.com,NOVO,em-escopo,nao-triado
Running Pillow,Mobile,Brno,Moravia,Czechia,https://running-pillow.webnode.cz/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
SOEDESCO,Developer and Publisher,Pilsen,Bohemia,Czechia,https://soedesco.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Straitjacket Entertainment,Developer,Brno,Moravia,Czechia,https://www.straitjacket-entertainment.com,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
SZEINER,Developer,Brno,Moravia,Czechia,https://szeiner.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Tinysoft,Developer,Brno,Moravia,Czechia,https://www.tinysoft.sk,NOVO,em-escopo,porta-ok:https://www.tinysoft.sk/
Trickster Arts,Mobile,Brno,Moravia,Czechia,https://tricksterarts.com/,NOVO,em-escopo,porta-ok:https://tricksterarts.com/careers
Bedtime Digital Games,Developer,Aalborg,Jutland,Denmark,https://bedtime.io/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Chop Chop Games,Developer,Aarhus,Aarhus,Denmark,https://chopchop.dk/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://chopchop.dk/careers/
Funday Games,Developer,Aarhus,Aarhus,Denmark,https://fundaygames.dk/,ja conhecido (painel/csv),em-escopo,porta-ok:https://joinus.fundaygames.dk/
Game Hub Denmark,Incubator/Accelerator,Aarhus,Aarhus,Denmark,https://gamehubdenmark.com/,NOVO,fora-de-escopo,nao-triado
Kiloo,Mobile,Aarhus,Aarhus,Denmark,https://www.kiloo.com,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Kong Orange,Developer,Aarhus,Aarhus,Denmark,https://www.kongorange.com,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.kongorange.com/careers
Lunch Money Games,Developer,Aarhus,Aarhus,Denmark,https://lunchmoney.games/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Mads Skovgaard,Microstudio,Aarhus,Aarhus,Denmark,https://necessegame.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Pine Creek Games,Developer,Havnso,Zealand,Denmark,https://www.pinecreekgames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Rhombico Games,Developer,Vejle,Region Syddanmark,Denmark,https://www.rhombicogames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Slipgate Ironworks,Developer,Aalborg,Jutland,Denmark,https://slipgate-ironworks.com/,ja conhecido (painel/csv),em-escopo,nao-triado
Wiredfly,Developer,Aarhus,Aarhus,Denmark,https://www.wiredfly.dk/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
10:10 Games,Developer,Warrington,Cheshire,England,https://1010games.com/,NOVO,em-escopo,nao-triado
1TK,Developer,Canterbury,Kent,England,https://www.1tk.gg/,NOVO,em-escopo,nao-triado
3-Fold Games,Developer,Bristol,Avon,England,https://3foldgames.uk/,NOVO,em-escopo,porta-ok:https://www.3foldgames.uk/jobs/
505 Games (Digital Bros),Publisher,Central Milton Keynes,Milton Keynes,England,https://505games.com/,NOVO,fora-de-escopo,nao-triado
9FingerGames,Microstudio,Eastbourne,East Sussex,England,https://9fingergames.itch.io/,NOVO,em-escopo,nao-triado
A La Mode Games,Microstudio,Bournemouth,Dorset,England,https://alamode.games/,NOVO,em-escopo,nao-triado
a2z Interactive,Developer,Hull,East Yorkshire,England,https://a2zinteractive.net/,NOVO,em-escopo,nao-triado
Aardman Animations,Developer,Bristol,Avon,England,https://aardman.com/,NOVO,em-escopo,porta-ok:https://aardman.com/careers/
Abandon Ship,Developer,Guildford,Surrey,England,https://abandonshipgame.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Absolutely Games,Developer,Guildford,Surrey,England,https://absolutelygames.net/,NOVO,em-escopo,porta-ok:https://www.absolutelygames.net/careers/
Absurd Ventures,Developer,Altrincham,Lancashire,England,https://absurdventures.com/,NOVO,em-escopo,nao-triado
Ace High Sports,Developer,Bournemouth,Dorset,England,https://www.acehighsports.com/,NOVO,em-escopo,nao-triado
Ace Viral,Developer and Publisher,Sunderland,Tyne and Wear,England,https://www.aceviral.com/,NOVO,em-escopo,nao-triado
Acid Nerve,Developer,Manchester,Lancashire,England,https://acidnerve.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Activision Warrington,Developer and Publisher,Warrington,Cheshire,England,https://activision.com/,NOVO,em-escopo,nao-triado
Afoot Games,Developer,Birmingham,West Midlands,England,https://www.afootgames.co.uk/,NOVO,em-escopo,nao-triado
Aftabi Games,Developer,Redhill,Surrey,England,https://aftabi.games/,NOVO,em-escopo,nao-triado
AI Factory,Developer,Hatch End,Middlesex,England,https://aifactory.co.uk/,NOVO,em-escopo,nao-triado
Alex Rose,Microstudio,Manchester,Lancashire,England,https://alexrosegames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
All Possible Futures,Developer,Brighton,East Sussex,England,https://allpossiblefutures.com/,NOVO,em-escopo,porta-ok:https://allpossiblefutures.com/careers/
Alternative Software,Publisher,Castleford,West Yorkshire,England,http://alternativesoft.co.uk/,NOVO,fora-de-escopo,nao-triado
Anointed Games,Developer and Publisher,Birmingham,West Midlands,England,https://anointedgames.com/,NOVO,em-escopo,nao-triado
Antler Studios,Developer,Oxford,Oxfordshire,England,https://antlerstudios.net/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Archangel Softworks,Developer,Preston,Lancashire,England,https://archangelsoftworks.co.uk/,NOVO,em-escopo,nao-triado
Arganoid Industries,Microstudio,Newmarket,Suffolk,England,https://industries.arganoid.com/,NOVO,em-escopo,nao-triado
Argonaut Games,Publisher,Edgware,London,England,https://argonautgames.com/,NOVO,fora-de-escopo,nao-triado
Aristocrat Leisure Limited,Developer,Uxbridge,London,England,https://aristocrat.com/,NOVO,em-escopo,nao-triado
ASBO Interactive,Extended Reality (XR),Gateshead,Tyne and Wear,England,https://asbointeractive.com/,NOVO,em-escopo,nao-triado
Astral Forge,Developer,Colchester,Essex,England,https://www.astralforge.co.uk/,NOVO,em-escopo,nao-triado
Astraware,Developer,Keele,Staffordshire,England,https://astraware.com/,NOVO,em-escopo,nao-triado
Atmospheric,Developer,Woking,Surrey,England,https://www.atmospheric.group/,NOVO,em-escopo,nao-triado
Atom Republic,Developer,Woking,Surrey,England,https://www.atomuniverse.net/,NOVO,em-escopo,nao-triado
Auroch Digital (Sumo Group),Developer,Bristol,Avon,England,https://aurochdigital.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.aurochdigital.com/jobs
Aurora Game Studios,Developer,Cambridge,Cambridgeshire,England,https://www.auroragamestudios.co.uk/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Avid Games,Mobile,Turnbridge Wells,Kent,England,https://www.avid.games/,NOVO,em-escopo,nao-triado
Awe Interactive,Developer,Shefford,Bedfordshire,England,https://aweinteractive.com/,NOVO,em-escopo,nao-triado
Bad Viking Games,Developer,Chessington,Surrey,England,https://badviking.com/,NOVO,em-escopo,nao-triado
Badger Beard Games,Developer,Tonbridge,Kent,England,https://badgerbeardgames.com/,NOVO,em-escopo,nao-triado
Badgerhammer Games,Developer,Brighton,East Sussex,England,https://www.badgerhammer.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Bag of Holding,Developer,Poole,Dorset,England,https://wyld.land/,NOVO,em-escopo,nao-triado
Baggy Cat Games,Developer,Chorley,Lancashire,England,https://www.baggycat.com/,NOVO,em-escopo,nao-triado
Balloon Studios,Developer,Totnes,Devon,England,https://www.balloonstudios.com/,NOVO,em-escopo,nao-triado
Bandai Namco Amusement Europe,Developer,Richmond Upon Thames,London,England,https://www.bandainamco-am.co.uk/,NOVO,em-escopo,nao-triado
Bandai Namco Entertainment UK,Developer,Richmond Upon Thames,London,England,https://en.bandainamcoent.eu/,NOVO,em-escopo,nao-triado
Beardy Ramblin Games,Developer,Sheffield,Yorkshire,England,https://www.richbrown.uk/brg,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Behaviour UK - North,Developer,Middlesbrough,North Yorkshire,England,https://bhvr.com/uk/,ja conhecido (painel/csv),em-escopo,nao-triado
Ben Olding Games,Extended Reality (XR),Oxford,Oxfordshire,England,https://dragonfistvr.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Benji,Developer,Bristol,Avon,England,https://benjidev.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Big Head Games,Developer,Surrey,Surrey,England,https://bigheadgames.co.uk/,NOVO,em-escopo,nao-triado
Binary Spiders,Developer,Central Milton Keynes,Milton Keynes,England,https://binaryspiders.com/,NOVO,em-escopo,nao-triado
Bitmap Bureau,Developer,Southampton,Hampshire,England,https://www.bitmapbureau.com/,NOVO,em-escopo,nao-triado
Boneloaf,Developer,Sheffield,Yorkshire,England,https://gangbeasts.game/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Boomerang Games,Developer,Manchester,Lancashire,England,https://theofficialboomeranggames.wordpress.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Born Ready Games,Developer,Guildford,Surrey,England,https://bornreadygames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Boss Baddie,Developer,Saddleworth,Greater Manchester,England,http://www.bossbaddie.co.uk/,NOVO,em-escopo,nao-triado
Brave at Night,Developer,Huddersfield,West Yorkshire,England,https://www.braveatnight.co.uk/,NOVO,em-escopo,nao-triado
Brett Jackson,Extended Reality (XR),Sheffield,Yorkshire,England,https://x82hub.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Brickmouse,Extended Reality (XR),Leeds,West Yorkshire,England,https://brickmousegames.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Brightrock Games,Developer,Brighton,East Sussex,England,https://brightrockgames.com/,NOVO,em-escopo,porta-ok (workable detectado): https://brightrockgames.com/careers/
Bristol Game Hub,Organization,Bristol,Avon,England,https://bristolgameshub.com/,NOVO,fora-de-escopo,nao-triado
Broken Bear Games,Microstudio,Leamington Spa,Warwickshire,England,https://brokenbeargames.itch.io/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Bulkhead Phoenix,Developer,Derby,Derbyshire,England,https://bulkhead.com/,ja conhecido (painel/csv),em-escopo,nao-triado
Bulldog Interactive,Developer,Leicester,Leicestershire,England,https://www.bulldoginteractive.com/,NOVO,em-escopo,nao-triado
Bumbleborn,Developer,Middlesbrough,North Yorkshire,England,https://bumbleborn.com/,NOVO,em-escopo,nao-triado
Bunnyhug Games,Developer,Gateshead,Tyne and Wear,England,https://bunnyhug.games/,NOVO,em-escopo,nao-triado
Bytten Studio,Developer,Brighton,East Sussex,England,https://bytten-studio.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Canalside Studios,Developer,Huddersfield,West Yorkshire,England,https://www.canalsidestudios.com/,NOVO,em-escopo,nao-triado
Canteen,Developer,Brighton,East Sussex,England,http://canteen.games/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Cardboard Sword,Developer,Middlesbrough,North Yorkshire,England,https://cardboardsword.co.uk/,NOVO,em-escopo,nao-triado
carrotcake.studio,Developer,Bristol,Avon,England,https://carrotcake.studio/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Cast Iron Games (Pneuma Games Group),Developer,Wakefield,West Yorkshire,England,https://castirongames.com/,ja conhecido (painel/csv),em-escopo,"vaga Lead 3D Artist (Teamtailor, 02/02) - JA NO PAINEL e ja DESCARTADA por veto de residencia"
Casual Arts,Developer,Newcastle,Tyne and Wear,England,https://casual-arts.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
CATASTROPHIC_OVERLOAD,Developer,Bristol,Avon,England,https://catastrophicoverload.com/,NOVO,em-escopo,porta-ok:https://www.catastrophicoverload.com/jobs
Cathedral Studios,Developer and Publisher,Wokingham,Berkshire,England,https://cathedral-studios.com/,NOVO,em-escopo,nao-triado
Cavalier Game Studios,Developer,Guildford,Surrey,England,https://www.cavaliergamestudios.co.uk/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Cave Monsters,Developer,Sheffield,Yorkshire,England,https://www.cavemonsters.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Chance Agency,Developer,Nottingham,Nottinghamshire,England,https://neocabgame.com/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Circle Entertainment,Publisher,Newcastle-Upon-Tyne,Tyne and Wear,England,http://www.cir-ent.com/,NOVO,fora-de-escopo,nao-triado
Claymatic Games,Developer,Chesterfield,Derbyshire,England,https://claymatic.games/,NOVO,em-escopo,nao-triado
Clever Beans,Developer,Manchester,Lancashire,England,https://cleverbeans.co.uk/,NOVO,em-escopo,porta-ok:https://www.cleverbeans.co.uk/careers/
Climax Studios (Keywords),Developer,Liverpool,Merseyside,England,https://www.climaxstudios.com/,NOVO,em-escopo,porta-ok:https://www.climaxstudios.com
