estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
Mac Guff,França,Paris,https://www.macguff.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Mac Guff. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/mac-guff-ligne/
Malherbe Paris,França,Paris,https://malherbe.paris/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://malherbe.paris/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/malherbe-paris/"
Malil’Art Production,França,Angouleme,https://www.malil-art.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/malilart-production/"
Mango3D,França,paris,https://mango3d.io/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/mango3d/"
Matchmove For Visual Effects &#8211; M4VFX,França,Pessac Matchmove For Visual Effects - M4VFX,https://www.m4vfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/matchmove-for-visual-effects-m4vfx/"
Mathematic,França,Paris,https://mathematic.tv/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Mathematic. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/mathematic/
MD STUDIO,França,Montpellier,https://www.archi-3d.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/md-nuvynoe-montpellier/"
Mécanique Générale,França,Paris,https://www.mecanique-g.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (mailto:jobs@mecanique-g.com): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/mecanique-generale/"
Menhir fx,França,Montpellier,https://menhirfx.com/fr,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Menhir FX (candidatura espontanea). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/menhir-fx/
MIAM! animation,França,Paris Paris,https://www.miam-animation.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): MIAM! animation. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/miam-animation/
MilkyCo. Studio,França,Nantes,https://milkyco-studio.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/milkyco-studio/"
Millimages,França,Paris,https://www.millimages.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Millimages (Fatima Hannat, Head of Studio). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/millimages/"
Mirabell Studio,França,Paris,https://www.mirabellstudio.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/mirabell-t4vfjqwd5-paris/"
Miyu,França,Angoulême,https://www.miyu.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/miyu/"
Mocaplab,França,Aubervilliers,https://www.mocaplab.com/fr,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/mocaplab/"
Monark,França,Paris,https://mnrk.io/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/monark/"
Monsieur K,França,Paris,https://studio-monsieurk.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/monsieur-k/"
MOON STUDIO,França,Paris,https://www.moon-studio.io/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/moon-hz1r5cf8w-paris/"
Moonycat Entertainment,França,Montpellier,https://www.codingame.com/start,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.codingame.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/moonycat-entertainment/"
Motion-Up,França,Vannes,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/motion-up/
MOTIONORAMA,França,Castelnau le Lez,https://www.motionorama.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/motionorama-cwkcp1x-castelnau-le-lez/"
Museo3d,França,Bordeaux,https://www.museo3d.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/museo3d/"
MyFlower,França,Albi,https://www.myflower.tv/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/myflower/"
MYSTERY MACHINE,França,Boulogne,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/mystery-f7ypv7yxtk-boulogne/
N°130,França,Montreuil,https://no130.io/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/n130/"
Neels,França,Saint-Ouen,https://www.neels.fr,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/neels/"
neodigital,França,Courbépine,https://www.neodigital.fr/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.neodigital.fr/recrutement/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/neodigital/"
Neoset,França,Paris,https://www.neoset.net,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.neoset.net/offres-de-services/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/neoset/"
Nightshift,França,Paris,https://www.nightshift.fr/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.nightshift.fr/join-us/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/nightshift/"
Ninoc Studio,França,Reims,https://ninocstudio.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/ninoc-studio/"
Nobody Studio,França,Montpellier,https://nobody-studio.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/nobody-studio/"
NOID,França,PARIS,https://www.noid-studio.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.noid-studio.com/join-us): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/noid/"
noOne,França,Paris,https://www.noone-studio.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): noOne (Careers). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/noone/
Normaal,França,Angoulême,https://normaal.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/normaal/"
Novelab,França,Paris,http://novelab.io,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/novelab-yect690fzu-paris/"
Okenite Animation,França,Rosières prés Troyes,https://okan3d.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/okenite-animation/"
Onirim,França,Paris,https://onirim.com/#15811,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/onirim/"
ONiRiXEL,França,Toulouse,https://www.onirixel.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/onirixel/"
Ooolala,França,Bourg-lès-Valence,https://ooolala.fr,nao,nao_encontrada,,,"Pagina de carreiras lida (https://ooolala.fr/jobs/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/ooolala/"
Orbis,França,Boulogne Billancourt,https://orbis-prod.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/orbis/"
Oscar B studio,França,Alfortville,https://www.oscarbstudio.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Oscar B Studio (Paris e Lyon). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/oscar-b-studio/
Parallel Studio,França,Paris,https://parallelstudio.tv/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/parallel-studio/"
Parmi Les Lucioles Films,França,Valence,https://www.parmilesluciolesfilms.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/parmi-les-lucioles-films/"
Paume,França,Paris,https://paume.paris/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/paume/"
Personne n’est parfait !,França,Rennes,https://www.personnenestparfait.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/personne-nest-parfait/"
Pipangai Studio,França,Le Port - La Réunion,https://www.pipangai.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/pipangai-studio/"
Pixel Commando,França,Champagne au Mont d'Or,https://pixelcommando.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/pixel-commando/"
Point Flottant,França,Paris,https://fr.pointflottant.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/point-0bswgva2fc-paris/"
Pôle Nord Studio,França,Paris,http://polenordstudio.fr,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/pole-nord-studio/"
Polymorph Software,França,Pacé,https://polymorph.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/polymorph-software/"
Praxinos,França,Metz,https://praxinos.coop/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/praxinos/"
Printixel,França,lyon,https://printixel.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/printixel-czrzvpef6-lyon/"
Prodigious,França,Paris,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/prodigious/
Protozoaire,França,Strasbourg,http://www.protozoaire.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/protozoaire/"
Providence VFX,França,La Madeleine,https://www.providence-vfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.providence-vfx.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/providence-vfx/"
Pump,França,Lyon,https://www.univers-pump.fr,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/pump-pbrbpozi-lyon/"
Quantic Dream,França,Paris,https://www.quanticdream.com/fr,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Quantic Dream (Candidature Spontanée). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/quantic-dream/
Quasarts,França,Montpellier,https://keyplan3d.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/quasarts-vb0jjiarrj-montpellier/"
RCD Except,França,Guyancourt,https://www.rcdexcept.com/fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/rcd-except/"
Realcast,França,Paris,https://realcast.io/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/realcast/"
Ride FX,França,Auray,https://ride-fx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/ride-dadnmzlrb-auray/"
Riverman Studio,França,Paris,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/riverman-go9tgu3fr-paris/
Rockin VFX Studio,França,Piolenc,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/rockin-vfx-studio/
Rooftop Production,França,Montpellier,https://rooftop-production.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/rooftop-1ue499bgo-montpellier/
Sabotage studio,França,Paris,https://www.sabotage-studio.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Sabotage Studio. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/sabotage-studio/
Sacrebleu Productions,França,Paris,https://sacrebleuprod.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/sacrebleu-productions/"
SAS TRIBIA,França,Bègles,http://www.tribia.net,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/sas-tribia/"
scenesis pictures,França,Paris,http://scenesis-pictures.fr,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/scenesis-sx900g5p-75003/"
Shaft Design,França,Pierrelaye,https://shaftdesign.fr/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/shaft-design/
Shards,França,Paris,https://www.shards-cgi.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/shards/"
Silex Animation,França,Angoulême,https://www.silexfilms.com/animation/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/silex-animation/"
Slam Creations,França,Montreuil,https://slamcreations.fr,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/slam-creations/"
SoWhen?,França,Montreuil,https://www.sowhen.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/sowhen-ovbi21fof-montreuil/"
Spiders,França,Paris,https://www.spiders-games.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/spiders/"
St-louis Posthouse,França,Paris,https://www.st-louis.tv/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/st-louis-posthouse/"
STEEL Animation,França,Boulogne-Billancourt,https://steelanimation.fr/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/steel-animation/"
Stilla Studio,França,Paris,https://www.stilla-studio.fr,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/stilla-mchl1nh-paris/"
Stim Studio,França,Lyon,https://stimstudio.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Stim Studio (Expression of Interest). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/stim-studio/
