nome,pais,site,dominio,token,classe
Monokel,Germany,https://www.monokel.de/,monokel.de,monokel,jogos
Monolith Productions,United States,,,monolithproductions,jogos
Monomi Park,United States,http://www.monomipark.com,monomipark.com,monomipark,jogos
Monster Games,United States,http://www.mgiracing.com/,mgiracing.com,monstergames,jogos
Monster Puppet Corporation,Sweden,https://www.monster-puppet.com/,monster-puppet.com,monsterpuppetcorporation,jogos
Monster and Monster,,,,monsterandmonster,jogos
MonsterBox,,,,monsterbox,jogos
Monsterland,Sweden,,,monsterland,jogos
Monte Cristo,France,http://www.montecristogames.com/,montecristogames.com,montecristo,jogos
Moon Studios,Austria,http://moongamestudios.com,moongamestudios.com,moonstudios,jogos
Moonbyte Games,Germany,http://www.moonbytegames.com,moonbytegames.com,moonbytegames,jogos
Mooneye Studios,Germany,http://www.mooneyestudios.com/,mooneyestudios.com,mooneyestudios,jogos
Moonlight Studios,United States,http://moonlightstudiogames.com/,moonlightstudiogames.com,moonlightstudios,jogos
Moonpod,,,,moonpod,jogos
Moonshot Games,United States,https://www.dreamhaven.com/moonshot,dreamhaven.com,moonshotgames,jogos
Moonsprout Games,,,,moonsproutgames,jogos
Moonstone Computing,,,,moonstonecomputing,jogos
Mopeful Games,Finland,,,mopefulgames,jogos
Moragami Company Szoftverfejlesztő Kft.,,,,moragamicompanyszoftverfejlesztkft,jogos
MoreFun Studio Group,,,,morefunstudiogroup,jogos
Morefun Studio,,https://morefun.qq.com/,morefun.qq.com,morefunstudio,jogos
Moregames Entertainment,United States,http://pocketmoregames.com,pocketmoregames.com,moregamesentertainment,jogos
Morepork Games,,http://www.moreporkgames.com/,moreporkgames.com,moreporkgames,jogos
Morning Shift Studios,,,,morningshiftstudios,jogos
Morning Star Multimedia,,,,morningstarmultimedia,jogos
Morningstar Game Studio,United States,https://www.morningstargamestudio.com/,morningstargamestudio.com,morningstargamestudio,jogos
Morphcat Games,Germany,http://morphcat.de/,morphcat.de,morphcatgames,jogos
Mossmouth,,https://www.mossmouth.com/,mossmouth.com,mossmouth,jogos
Mothership Entertainment LLC,,,,mothershipentertainmentllc,jogos
Motion Blur,,http://motionblur.com/index.htm,motionblur.com,motionblur,jogos
Motion Twin,France,http://www.motion-twin.com,motion-twin.com,motiontwin,jogos
Motive Studio,Canada,https://www.ea.com/ea-studios/motive,ea.com,motivestudio,jogos
Motorsport Games,United States,https://motorsportgames.com/,motorsportgames.com,motorsportgames,jogos
Mountain King Studios,United States,,,mountainkingstudios,jogos
Mountains,Australia,http://mountains.studio/,mountains.studio,mountains,jogos
Mountaintop Studios,United States,https://www.mountaintop.gg/,mountaintop.gg,mountaintopstudios,jogos
Movaya,United States,http://www.movaya.com,movaya.com,movaya,jogos
MoveGames,South Korea,http://www.movegames.co.kr/eng.html,movegames.co.kr,movegames,jogos
Moving Pieces Interactive,United States,https://www.movingpieces.io/,movingpieces.io,movingpiecesinteractive,jogos
Moving Player,,http://movingplayer.com/,movingplayer.com,movingplayer,jogos
MovingBlocks,,http://terasology.org,terasology.org,movingblocks,jogos
Mr Chip Software,United Kingdom,,,mrchipsoftware,jogos
Mr. Nutz Studio,France,http://www.wikidata.org/.well-known/genid/df88fde10d8f1900c1d2a3fea405b0d8,wikidata.org,mrnutzstudio,jogos
Mr.Goodliving,Finland,http://www.mrgoodliving.com/,mrgoodliving.com,mrgoodliving,jogos
MrKnobb,,,,mrknobb,jogos
MuHa Games,,http://muhagames.com/,muhagames.com,muhagames,jogos
MuYan Studio,,,,muyanstudio,jogos
Mudvark Games,,,,mudvarkgames,jogos
MumboJumbo,United States,http://www.mumbojumbo.com/,mumbojumbo.com,mumbojumbo,jogos
Muse Games,,https://musegames.com/,musegames.com,musegames,jogos
Muse Software,United States,,,musesoftware,jogos
Muzzy Lane,United States,http://www.muzzylane.com/,muzzylane.com,muzzylane,jogos
My Label Game Studio,,,,mylabelgamestudio,jogos
My Owl Software,United Kingdom,http://www.myowlsoftware.com/,myowlsoftware.com,myowlsoftware,jogos
My.Games,,https://my.games,my.games,mygames,jogos
Myrkur Games,Iceland,https://www.myrkur.is/,myrkur.is,myrkurgames,jogos
Myroid-Type Comics,United States,http://www.myroidtypecomics.com,myroidtypecomics.com,myroidtypecomics,jogos
Mystery Egg Games,,https://www.mysteryegggames.com/,mysteryegggames.com,mysteryegggames,jogos
Mystery Studio,,https://www.mysterystudio.com/,mysterystudio.com,mysterystudio,jogos
MysticGames,,,,mysticgames,jogos
Mythic Entertainment,United States,http://www.mythicentertainment.com/,mythicentertainment.com,mythicentertainment,jogos
Mythic Moon Studios,United States,https://mythicmoonstudios.com/,mythicmoonstudios.com,mythicmoonstudios,jogos
Mythical Games,United States,https://mythical.games,mythical.games,mythicalgames,jogos
Mythos Games,United Kingdom,http://mythosgames.com,mythosgames.com,mythosgames,jogos
Mytopia,United Kingdom,http://mytopia.com/,mytopia.com,mytopia,jogos
N-Fusion Interactive,United States,http://www.n-fusion.com,n-fusion.com,nfusioninteractive,jogos
N3TWORK,United States,https://www.n3twork.com/,n3twork.com,n3twork,jogos
N3V Games,Australia,http://www.n3vgames.com,n3vgames.com,n3vgames,jogos
NC,South Korea,https://kr.ncsoft.com/,kr.ncsoft.com,nc,jogos
NC Studio,,,,ncstudio,jogos
NDOORS Corporation,,http://www.ndoors.com,ndoors.com,ndoorscorporation,jogos
NEKO WORKs,,http://nekowork.com/,nekowork.com,nekoworks,jogos
NEXON Korea,South Korea,http://company.nexon.com/,company.nexon.com,nexonkorea,jogos
NExT Studios,,https://www.nextstudios.com/,nextstudios.com,nextstudios,jogos
NIS America,United States,https://www.nisamerica.com/,nisamerica.com,nisamerica,jogos
NOB Interactive,Netherlands,,,nobinteractive,jogos
NPC Studio,United States,https://www.fieldsofmistria.com/,fieldsofmistria.com,npcstudio,jogos
NStorm,United States,,,nstorm,jogos
NTDEC,,,,ntdec,jogos
NVIDIA Lightspeed Studios,,,,nvidialightspeedstudios,jogos
Nabi Studios,Singapore,https://www.nabistudios.com/,nabistudios.com,nabistudios,jogos
Nacon,France,https://www.nacongaming.com/,nacongaming.com,nacon,jogos
Nacon Studio Milan,Italy,https://www.naconstudiomilan.com,naconstudiomilan.com,naconstudiomilan,jogos
Nadeo,France,https://nadeo.com/,nadeo.com,nadeo,jogos
Nagi-P Software,,,,nagipsoftware,jogos
Naisu,,http://www.naisugames.com/,naisugames.com,naisu,jogos
Namazu Studios,,,,namazustudios,jogos
Namco Networks,,http://www.namcogames.com/,namcogames.com,namconetworks,jogos
NanZhai Game,,,,nanzhaigame,jogos
NanoPiko,,https://nanopiko.com/,nanopiko.com,nanopiko,jogos
Nanodogs Studios,United Kingdom,https://nanodogs-studios.github.io,nanodogs-studios.github.io,nanodogsstudios,jogos
Nanomonx Inc.,,https://nanomonx.com/,nanomonx.com,nanomonxinc,jogos
Nape Games,Spain,https://www.napegames.com/,napegames.com,napegames,jogos
Naraven Games,Switzerland,https://www.naravengames.com,naravengames.com,naravengames,jogos
Narratio Studios,United Kingdom,http://www.narratio.co.uk,narratio.co.uk,narratiostudios,jogos
Nathan Sorenson Inc.,,,,nathansorensoninc,jogos
National Insecurities,,,,nationalinsecurities,jogos
NaturalMotion,United Kingdom,https://www.naturalmotion.com/,naturalmotion.com,naturalmotion,jogos
Naughty Dog,United States,https://www.naughtydog.com,naughtydog.com,naughtydog,jogos
Nautilus Mobile,,,,nautilusmobile,jogos
Ndemic Creations,,https://www.ndemiccreations.com/,ndemiccreations.com,ndemiccreations,jogos
Neat Corporation,,https://www.neatcorporation.com/,neatcorporation.com,neatcorporation,jogos
Nebula Device,Germany,http://www.radonlabs.de/,radonlabs.de,nebuladevice,jogos
Necrosoft Games,United States,https://necrosoftgames.com,necrosoftgames.com,necrosoftgames,jogos
Nefarious Dimensions Inc.,,,,nefariousdimensionsinc,jogos
Neki4 Electronics,,,,neki4electronics,jogos
Nekki,Cyprus,https://nekki.com,nekki.com,nekki,jogos
Neko Climax Studios,,,,nekoclimaxstudios,jogos
Neko Entertainment,France,http://www.e-neko.com/,e-neko.com,nekoentertainment,jogos
NekoNeko Soft,,https://nekoneko-soft.info/,nekoneko-soft.info,nekonekosoft,jogos
Nekomura Games,,,,nekomuragames,jogos
Nellyvision,United Kingdom,https://www.nellyvision.com/,nellyvision.com,nellyvision,jogos
NeoBird,Germany,https://www.neobird.de/,neobird.de,neobird,jogos
Neoclassic Games,,,,neoclassicgames,jogos
NeocoreGames,,http://devblog.neocoregames.com/,devblog.neocoregames.com,neocoregames,jogos
Neon Giant,Sweden,http://www.neongiant.se,neongiant.se,neongiant,jogos
Neopica,Belgium,http://www.neopica.com,neopica.com,neopica,jogos
Neople,South Korea,http://www.neople.co.kr/,neople.co.kr,neople,jogos
Neowiz,South Korea,https://www.neowiz.com/,neowiz.com,neowiz,jogos
Nephilim Game Studios,,http://www.nephilimgamestudios.com/,nephilimgamestudios.com,nephilimgamestudios,jogos
Nerd Games,,,,nerdgames,jogos
Nerdook Productions,,,,nerdookproductions,jogos
Nerial,United Kingdom,https://www.nerial.co.uk/,nerial.co.uk,nerial,jogos
Nerve Software,United States,http://www.nervesoftware.com/,nervesoftware.com,nervesoftware,jogos
NetDevil,United States,http://www.netdevil.com,netdevil.com,netdevil,jogos
NetEase Games,,http://gamer.163.com/,gamer.163.com,neteasegames,jogos
NetEase Games Montréal,Canada,https://montreal.neteasegames.com,montreal.neteasegames.com,neteasegamesmontral,jogos
Netbabyworld,,http://www.netbabyworld.com,netbabyworld.com,netbabyworld,jogos
Netcore Games,,,,netcoregames,jogos
Netdol,,,,netdol,jogos
NetherRealm Studios,United States,https://www.netherrealm.com/,netherrealm.com,netherrealmstudios,jogos
Netmarble,South Korea,http://www.netmarble.net/,netmarble.net,netmarble,jogos
Neuron Games,United States,http://www.NeuronGames.com,neurongames.com,neurongames,jogos
Neutron Games,,http://www.neutron-games.de/,neutron-games.de,neutrongames,jogos
Neutronized,,https://www.neutronized.com/,neutronized.com,neutronized,jogos
Neverjam Studio,Latvia,https://neverjam.dev,neverjam.dev,neverjamstudio,jogos
Neversoft,United States,,,neversoft,jogos
Nevosoft,,,,nevosoft,jogos
New Bridge Games,,http://newbridgegames.com,newbridgegames.com,newbridgegames,jogos
New Star Games,United Kingdom,https://www.newstargames.com/,newstargames.com,newstargames,jogos
New Tales,France,https://www.newtales.com/,newtales.com,newtales,jogos
New World Computing,United States,,,newworldcomputing,jogos
New World Interactive,United States,https://newworldinteractive.com/,newworldinteractive.com,newworldinteractive,jogos
Nexile,Sweden,https://nexile.se,nexile.se,nexile,jogos
Nexon Games,South Korea,http://www.natgames.co.kr/,natgames.co.kr,nexongames,jogos
Next Game Level,Italy,http://www.nextgamelevel.com/,nextgamelevel.com,nextgamelevel,jogos
Next Games,Finland,https://www.nextgames.com,nextgames.com,nextgames,jogos
Next Level Games,Canada,https://nextlevelgames.com/,nextlevelgames.com,nextlevelgames,jogos
Nexters,Cyprus,https://www.nexters.com,nexters.com,nexters,jogos
Nexus Game Studios,,,,nexusgamestudios,jogos
Nibb Games,,,,nibbgames,jogos
Nibris,,http://www.nibris.net/,nibris.net,nibris,jogos
Nicalis,United States,http://www.nicalis.com/,nicalis.com,nicalis,jogos
Nice Ideas,,,,niceideas,jogos
Nicholson NY,,http://nny.com/,nny.com,nicholsonny,jogos
NickRizzoGames,,,,nickrizzogames,jogos
Night Light Interactive,United States,http://nightlightinteractive.com/,nightlightinteractive.com,nightlightinteractive,jogos
Night Owl Gaming LLC,United States,https://nightowlgaming.net/,nightowlgaming.net,nightowlgamingllc,jogos
Night School Studio,,http://nightschoolstudio.com/,nightschoolstudio.com,nightschoolstudio,jogos
Nightbloomer Studio,France,https://www.nightbloomer.fr/,nightbloomer.fr,nightbloomerstudio,jogos
Nightdive Studios,United States,https://www.nightdivestudios.com,nightdivestudios.com,nightdivestudios,jogos
Nightingale Productions,,,,nightingaleproductions,jogos
Nightmare Productions,Switzerland,,,nightmareproductions,jogos
Nightrider Software,,,,nightridersoftware,jogos
Nik Nak Studios,,,,niknakstudios,jogos
Nikitova Games,Ukraine,,,nikitovagames,jogos
Nimble Neuron,South Korea,https://nimbleneuron.rocks/,nimbleneuron.rocks,nimbleneuron,jogos
NimbleBit,,http://www.nimblebit.com/,nimblebit.com,nimblebit,jogos
Nimbly Games,,,,nimblygames,jogos
Ninai Games,Finland,http://www.ninai.com,ninai.com,ninaigames,jogos
Nine Dots Studio,Canada,https://www.ninedotsstudio.com/,ninedotsstudio.com,ninedotsstudio,jogos
Nine Rocks Games,Slovakia,https://www.ninerocksgames.com/,ninerocksgames.com,ninerocksgames,jogos
Ninja Kiwi Europe,United Kingdom,https://digital-goldfish.com/,digital-goldfish.com,ninjakiwieurope,jogos
Ninja Pig Studios,United States,,,ninjapigstudios,jogos
Ninja Studio,,,,ninjastudio,jogos
Ninja Theory,United Kingdom,http://www.ninjatheory.com/,ninjatheory.com,ninjatheory,jogos
NinjaBee,United States,http://www.ninjabee.com,ninjabee.com,ninjabee,jogos
Nintendo Software Technology,United States,,,nintendosoftwaretechnology,jogos
Nitrolic Games,Canada,,,nitrolicgames,jogos
Nitrome,United Kingdom,http://www.nitrome.com/,nitrome.com,nitrome,jogos
Nixxes Software,Netherlands,https://www.nixxes.com,nixxes.com,nixxessoftware,jogos
No Cliché,,,,noclich,jogos
No Goblin,,,,nogoblin,jogos
No Matter Studios,,https://nomatterstudios.com/,nomatterstudios.com,nomatterstudios,jogos
No More Room in Hell Team,,,,nomoreroominhellteam,jogos
No Reply Games,Slovakia,,,noreplygames,jogos
Noah System,,,,noahsystem,jogos
Noble Muffins,,https://noblemuffins.com/,noblemuffins.com,noblemuffins,jogos
Noble Robot,United States,https://noblerobot.com,noblerobot.com,noblerobot,jogos
Nokta Games,,"https://supermarketsimulator.com/#:~:text=CONTACT%20US-,NOKTA%20GAMES,making%20Hyper%20Casual%20games.%20Now%20we%20are%20here%20with%20SuperMarket%20Simulator,-.",supermarketsimulator.com,noktagames,jogos
Nolimit City,Sweden,https://nolimitcity.com,nolimitcity.com,nolimitcity,jogos
Nolla Games,,https://www.nollagames.com/,nollagames.com,nollagames,jogos
Nomad Games,United Kingdom,http://nomadgames.co.uk,nomadgames.co.uk,nomadgames,jogos
Nomada Studio,Spain,https://nomada.studio/,nomada.studio,nomadastudio,jogos
Nonadecimal,,http://nonadecimal.com/,nonadecimal.com,nonadecimal,jogos
Noname Studios,Spain,https://www.noname-studios.es/,noname-studios.es,nonamestudios,jogos
Nonsense Arts,,https://www.nonsensearts.com/,nonsensearts.com,nonsensearts,jogos
Noobz from Poland,Poland,https://www.noobzfrompoland.com,noobzfrompoland.com,noobzfrompoland,jogos
Noodlecake,Canada,https://noodlecake.com/,noodlecake.com,noodlecake,jogos
NorbSoftDev,,,,norbsoftdev,jogos
Nordcurrent,Lithuania,https://www.nordcurrent.com/,nordcurrent.com,nordcurrent,jogos
Nordeus,Serbia,http://www.nordeus.com/,nordeus.com,nordeus,jogos
Noriaworks,Spain,,,noriaworks,jogos
Norn,,https://norn-soft.com/,norn-soft.com,norn,jogos
Norsfell Games Inc.,Canada,https://norsfell.com,norsfell.com,norsfellgamesinc,jogos
North Kingdom,Sweden,https://www.northkingdom.com/,northkingdom.com,northkingdom,jogos
Northern Lights Entertainment,France,,,northernlightsentertainment,jogos
Northplay,Denmark,https://northplay.co/,northplay.co,northplay,jogos
Northway Games,,http://northwaygames.com,northwaygames.com,northwaygames,jogos
Northwood Studios,Poland,,,northwoodstudios,jogos
Nosebleed Interactive,United Kingdom,https://www.nosebleedinteractive.com/,nosebleedinteractive.com,nosebleedinteractive,jogos
Nostalgia Productions,,,,nostalgiaproductions,jogos
Nostatic Software,United States,http://www.nostaticsoftware.com/,nostaticsoftware.com,nostaticsoftware,jogos
Not For You Games,Czech Republic,http://notforyougames.blogspot.com/,notforyougames.blogspot.com,notforyougames,jogos
Not a Sailor Studios,United States,https://notasailorstudios.com/,notasailorstudios.com,notasailorstudios,jogos
NotDoppler,Australia,http://www.notdoppler.com/,notdoppler.com,notdoppler,jogos
NotGames,,,,notgames,jogos
Notovia,,,,notovia,jogos
Noumenon Games,,,,noumenongames,jogos
Nova Ideas,,,,novaideas,jogos
Nova-Box,France,https://www.nova-box.com,nova-box.com,novabox,jogos
Novalink,,,,novalink,jogos
Novaquark,France,https://www.novaquark.com/homepage,novaquark.com,novaquark,jogos
Novarama,,http://www.novarama.com/,novarama.com,novarama,jogos
Novel Games,,https://www.novelgames.com/,novelgames.com,novelgames,jogos
"Novel, Inc.",United States,http://www.novelincorporated.com/,novelincorporated.com,novelinc,jogos
Nowcom,,http://corp.afreecatv.com/,corp.afreecatv.com,nowcom,jogos
Npixel,South Korea,https://npixel.co.kr/,npixel.co.kr,npixel,jogos
Ntreev Soft,South Korea,http://www.ntreev.com/,ntreev.com,ntreevsoft,jogos
Ntronium Games,,,,ntroniumgames,jogos
NuFX,United States,,,nufx,jogos
Nuclearvision Entertainment,Germany,http://www.nuclearvision.de/,nuclearvision.de,nuclearvisionentertainment,jogos
Nuke Nine,,http://www.nukenine.com/,nukenine.com,nukenine,jogos
Nukearts,,,,nukearts,jogos
Numantian Games,,,,numantiangames,jogos
Numinous Games,,,,numinousgames,jogos
Nupixo Games,Canada,http://www.nupixo.com,nupixo.com,nupixogames,jogos
Nurijoy Inc.,South Korea,,,nurijoyinc,jogos
Nyamyam,United Kingdom,,,nyamyam,jogos
Nyctophile Studios,,https://www.nyctophilestudios.com/,nyctophilestudios.com,nyctophilestudios,jogos
ODenis Studio,France,,,odenisstudio,jogos
OMGPop,,http://www.omgpop.com,omgpop.com,omgpop,jogos
OP Productions LLC,,,,opproductionsllc,jogos
OXiAB Game Studio,Spain,,,oxiabgamestudio,jogos
